"http://www.votesmart.org/issue_rating_detail.php?r_id=2117&rtype=E",,,,
"PA","U.S. House",2,"Chaka Fattah","Democratic"
"OR","U.S. House",3,"Earl Blumenauer","Democratic"
"OR","U.S. House",1,"David Wu","Democratic"
"OR","U.S. House",5,"Darlene Hooley","Democratic"
"CA","U.S. House",39,"Linda Sánchez","Democratic"
"CA","U.S. House",35,"Maxine Waters","Democratic"
"CA","U.S. House",34,"Lucille Roybal-Allard","Democratic"
"CA","U.S. House",38,"Grace Napolitano","Democratic"
"CA","U.S. House",36,"Jane Harman","Democratic"
"CA","U.S. House",31,"Xavier Becerra","Democratic"
"CA","U.S. House",13,"Fortney Stark","Democratic"
"CA","U.S. House",33,"Diane Watson","Democratic"
"CA","U.S. House",32,"Hilda Solis","Democratic"
"DE","U.S. House","At-Large","Michael Castle","Republican"
"CT","U.S. House",1,"John Larson","Democratic"
"CO","U.S. House",2,"Mark Udall","Democratic"
"CT","U.S. House",4,"Christopher Shays","Republican"
"CT","U.S. House",3,"Rosa DeLauro","Democratic"
"CA","U.S. House",51,"Bob Filner","Democratic"
"CA","U.S. House",47,"Loretta Sanchez","Democratic"
"CO","U.S. House",1,"Diana DeGette","Democratic"
"CA","U.S. House",53,"Susan Davis","Democratic"
"CA","U.S. House",8,"Nancy Pelosi","Democratic"
"CA","U.S. House",6,"Lynn Woolsey","Democratic"
"CA","U.S. House",10,"Ellen Tauscher","Democratic"
"CA","U.S. House",9,"Barbara Lee","Democratic"
"AZ","U.S. House",4,"Ed Pastor","Democratic"
"AR","U.S. House",2,"Victor Snyder","Democratic"
"CA","U.S. House",5,"Doris Matsui","Democratic"
"CA","U.S. House",1,"Michael Thompson","Democratic"
"CA","U.S. House",30,"Henry Waxman","Democratic"
"CA","U.S. House",27,"Brad Sherman","Democratic"
"CA","U.S. House",23,"Lois Capps","Democratic"
"CA","U.S. House",29,"Adam Schiff","Democratic"
"CA","U.S. House",28,"Howard Berman","Democratic"
"CA","U.S. House",15,"Michael Honda","Democratic"
"CA","U.S. House",14,"Anna Eshoo","Democratic"
"CA","U.S. House",17,"Sam Farr","Democratic"
"CA","U.S. House",16,"Zoe Lofgren","Democratic"
"FL","U.S. House",3,"Corrine Brown","Democratic"
"OR","U.S. House",4,"Peter DeFazio","Democratic"
"MA","U.S. House",4,"Barney Frank","Democratic"
"MA","U.S. House",3,"James McGovern","Democratic"
"MA","U.S. House",8,"Michael Capuano","Democratic"
"MA","U.S. House",6,"John Tierney","Democratic"
"KY","U.S. House",6,"Albert Chandler","Democratic"
"KS","U.S. House",3,"Dennis Moore","Democratic"
"MA","U.S. House",2,"Richard Neal","Democratic"
"MA","U.S. House",1,"John Olver","Democratic"
"MD","U.S. House",8,"Christopher Van Hollen","Democratic"
"MD","U.S. House",7,"Elijah Cummings","Democratic"
"ME","U.S. House",2,"Michael Michaud","Democratic"
"ME","U.S. House",1,"Thomas Allen","Democratic"
"MA","U.S. House",10,"William Delahunt","Democratic"
"MA","U.S. House",9,"Stephen Lynch","Democratic"
"MD","U.S. House",5,"Steny Hoyer","Democratic"
"MD","U.S. House",2,"C.A. Dutch Ruppersberger","Democratic"
"IL","U.S. House",4,"Luis Gutierrez","Democratic"
"IL","U.S. House",1,"Bobby Rush","Democratic"
"GA","U.S. House",5,"John Lewis","Democratic"
"IL","U.S. House",3,"Daniel Lipinski","Democratic"
"IL","U.S. House",2,"Jesse Jackson","Democratic"
"FL","U.S. House",19,"Robert Wexler","Democratic"
"FL","U.S. House",17,"Kendrick Meek","Democratic"
"FL","U.S. House",23,"Alcee Hastings","Democratic"
"IL","U.S. House",8,"Melissa Bean","Democratic"
"IL","U.S. House",9,"Janice Schakowsky","Democratic"
"IL","U.S. House",15,"Timothy Johnson","Republican"
"IN","U.S. House",1,"Peter Visclosky","Democratic"
"IL","U.S. House",5,"Rahm Emanuel","Democratic"
"FL","U.S. House",20,"Debbie Wasserman Schultz","Democratic"
"IL","U.S. House",7,"Danny Davis","Democratic"
