
auth.permission:id,name,content_type,codename
1,Can add log entry,1,add_logentry
2,Can change log entry,1,change_logentry
3,Can delete log entry,1,delete_logentry
7,Can add group,3,add_group
13,Can add message,5,add_message
4,Can add permission,2,add_permission
10,Can add user,4,add_user
8,Can change group,3,change_group
14,Can change message,5,change_message
5,Can change permission,2,change_permission
11,Can change user,4,change_user
9,Can delete group,3,delete_group
15,Can delete message,5,delete_message
6,Can delete permission,2,delete_permission
12,Can delete user,4,delete_user
16,Can add content type,6,add_contenttype
17,Can change content type,6,change_contenttype
18,Can delete content type,6,delete_contenttype
34,Can add endorsement,12,add_endorsement
31,Can add organization,11,add_organization
35,Can change endorsement,12,change_endorsement
32,Can change organization,11,change_organization
36,Can delete endorsement,12,delete_endorsement
33,Can delete organization,11,delete_organization
28,Can add candidate,10,add_candidate
25,Can add race,9,add_race
29,Can change candidate,10,change_candidate
26,Can change race,9,change_race
30,Can delete candidate,10,delete_candidate
27,Can delete race,9,delete_race
19,Can add session,7,add_session
20,Can change session,7,change_session
21,Can delete session,7,delete_session
22,Can add site,8,add_site
23,Can change site,8,change_site
24,Can delete site,8,delete_site

auth.user:id,username,first_name,last_name,email,password,is_staff,is_active,is_superuser,last_login,date_joined,groups,user_permissions
1,admin, , ,admin@envirovote.us,sha1$82540$63ad33deebdc60d4769c8c22e7f5f6481dcf6d89,True,True,True,2008-11-01 19:59:16,2008-11-01 19:59:16,,

contenttypes.contenttype:id,name,app_label,model
10,candidate,races,candidate
6,content type,contenttypes,contenttype
12,endorsement,endorsements,endorsement
3,group,auth,group
1,log entry,admin,logentry
5,message,auth,message
11,organization,endorsements,organization
2,permission,auth,permission
9,race,races,race
7,session,sessions,session
8,site,sites,site
4,user,auth,user

sites.site:id,domain,name
1,example.com,example.com


races.race:id,race_type,state,district,year,last_race,is_key,headline,deck,body,tally_updated,tally_notes,winner,projected
39,hou,MI,9,2008,719,False,,,,,,,False
40,hou,MI,1,2008,711,False,,,,,,,False
41,hou,MI,10,2008,720,False,,,,,,,False
42,hou,MI,14,2008,724,False,,,,,,,False
43,hou,MI,6,2008,716,False,,,,,,,False
44,hou,MI,12,2008,722,False,,,,,,,False
45,hou,MI,13,2008,723,False,,,,,,,False
46,hou,MI,15,2008,725,False,,,,,,,False
47,hou,MI,3,2008,713,False,,,,,,,False
48,hou,MI,2,2008,712,False,,,,,,,False
49,hou,MI,5,2008,715,False,,,,,,,False
50,hou,MI,11,2008,721,False,,,,,,,False
51,hou,MI,7,2008,717,False,,,,,,,False
52,hou,MO,2,2008,739,False,,,,,,,False
53,hou,MO,8,2008,745,False,,,,,,,False
54,hou,MO,3,2008,740,False,,,,,,,False
55,hou,MO,9,2008,746,False,,,,,,,False
56,hou,MO,6,2008,743,False,,,,,,,False
57,hou,MO,7,2008,744,False,,,,,,,False
58,hou,MO,1,2008,738,False,,,,,,,False
59,hou,MO,5,2008,742,False,,,,,,,False
60,hou,MO,4,2008,741,False,,,,,,,False
61,hou,MT,0,2008,747,False,,,,,,,False
62,hou,ID,2,2008,640,False,,,,,,,False
63,hou,ID,1,2008,639,False,,,,,,,False
64,hou,GA,12,2008,635,False,,,,,,,False
65,hou,GA,2,2008,625,False,,,,,,,False
66,hou,GA,10,2008,633,False,,,,,,,False
67,hou,GA,3,2008,626,False,,,,,,,False
68,hou,GA,9,2008,632,False,,,,,,,False
69,hou,GA,11,2008,634,False,,,,,,,False
70,hou,GA,1,2008,624,False,,,,,,,False
71,hou,GA,8,2008,631,False,,,,,,,False
72,hou,GA,7,2008,630,False,,,,,,,False
73,hou,GA,13,2008,636,False,,,,,,,False
74,hou,GA,4,2008,627,False,,,,,,,False
75,hou,GA,6,2008,629,False,,,,,,,False
76,hou,GA,5,2008,628,False,,,,,,,False
77,hou,HI,1,2008,637,False,,,,,,,False
78,hou,HI,2,2008,638,False,,,,,,,False
79,hou,IN,4,2008,663,False,,,,,,,False
80,hou,IN,5,2008,664,False,,,,,,,False
81,hou,IN,7,2008,666,False,,,,,,,False
82,hou,IN,2,2008,661,False,,,,,,,False
83,hou,IN,1,2008,660,False,,,,,,,False
84,hou,IN,8,2008,667,False,,,,,,,False
85,hou,IN,9,2008,668,False,,,,,,,False
86,hou,IN,6,2008,665,False,,,,,,,False
87,hou,IN,3,2008,662,False,,,,,,,False
88,hou,MN,6,2008,731,False,,,,,,,False
89,hou,MN,8,2008,733,False,,,,,,,False
90,hou,MN,1,2008,726,False,,,,,,,False
91,hou,MN,5,2008,730,False,,,,,,,False
92,hou,MN,3,2008,728,False,,,,,,,False
93,hou,MN,2,2008,727,False,,,,,,,False
94,hou,MN,4,2008,729,False,,,,,,,False
95,hou,MN,7,2008,732,False,,,,,,,False
96,hou,CT,5,2008,597,False,,,,,,,False
97,hou,CT,4,2008,596,False,,,,,,,False
98,hou,CT,2,2008,594,False,,,,,,,False
99,hou,CT,3,2008,595,False,,,,,,,False
100,hou,CT,1,2008,593,False,,,,,,,False
101,hou,DE,0,2008,598,False,,,,,,,False
102,hou,IA,2,2008,670,False,,,,,,,False
103,hou,IA,3,2008,671,False,,,,,,,False
104,hou,IA,1,2008,669,False,,,,,,,False
105,hou,IA,4,2008,672,False,,,,,,,False
106,hou,IA,5,2008,673,False,,,,,,,False
107,hou,IL,16,2008,656,False,,,,,,,False
108,hou,IL,13,2008,653,False,,,,,,,False
109,hou,IL,5,2008,645,False,,,,,,,False
110,hou,IL,8,2008,648,False,,,,,,,False
111,hou,IL,18,2008,658,False,,,,,,,False
112,hou,IL,12,2008,652,False,,,,,,,False
113,hou,IL,15,2008,655,False,,,,,,,False
114,hou,IL,4,2008,644,False,,,,,,,False
115,hou,IL,19,2008,659,False,,,,,,,False
116,hou,IL,7,2008,647,False,,,,,,,False
117,hou,IL,14,2008,654,False,,,,,,,False
118,hou,IL,11,2008,651,False,,,,,,,False
119,hou,IL,17,2008,657,False,,,,,,,False
120,hou,IL,3,2008,643,False,,,,,,,False
121,hou,IL,2,2008,642,False,,,,,,,False
122,hou,IL,10,2008,650,False,,,,,,,False
123,hou,IL,1,2008,641,False,,,,,,,False
124,hou,IL,6,2008,646,False,,,,,,,False
125,hou,IL,9,2008,649,False,,,,,,,False
126,hou,NC,2,2008,802,False,,,,,,,False
127,hou,NC,6,2008,806,False,,,,,,,False
128,hou,NC,7,2008,807,False,,,,,,,False
129,hou,NC,1,2008,801,False,,,,,,,False
130,hou,NC,5,2008,805,False,,,,,,,False
131,hou,NC,12,2008,812,False,,,,,,,False
132,hou,NC,9,2008,809,False,,,,,,,False
133,hou,NC,8,2008,808,False,,,,,,,False
134,hou,NC,10,2008,810,False,,,,,,,False
135,hou,NC,3,2008,803,False,,,,,,,False
136,hou,NC,4,2008,804,False,,,,,,,False
137,hou,NC,13,2008,813,False,,,,,,,False
138,hou,NC,11,2008,811,False,,,,,,,False
139,hou,NY,13,2008,784,False,,,,,,,False
140,hou,NY,5,2008,776,False,,,,,,,False
141,hou,NY,24,2008,795,False,,,,,,,False
142,hou,NY,1,2008,772,False,,,,,,,False
143,hou,NY,7,2008,778,False,,,,,,,False
144,hou,NY,21,2008,792,False,,,,,,,False
145,hou,NY,11,2008,782,False,,,,,,,False
146,hou,NY,28,2008,799,False,,,,,,,False
147,hou,NY,15,2008,786,False,,,,,,,False
148,hou,NY,9,2008,780,False,,,,,,,False
149,hou,NY,17,2008,788,False,,,,,,,False
150,hou,NY,20,2008,791,False,,,,,,,False
151,hou,NY,10,2008,781,False,,,,,,,False
152,hou,NY,19,2008,790,False,,,,,,,False
153,hou,NY,25,2008,796,False,,,,,,,False
154,hou,NY,14,2008,785,False,,,,,,,False
155,hou,NY,27,2008,798,False,,,,,,,False
156,hou,NY,22,2008,793,False,,,,,,,False
157,hou,NY,2,2008,773,False,,,,,,,False
158,hou,NY,3,2008,774,False,,,,,,,False
159,hou,NY,26,2008,797,False,,,,,,,False
160,hou,NY,29,2008,800,False,,,,,,,False
161,hou,NY,8,2008,779,False,,,,,,,False
162,hou,NY,18,2008,789,False,,,,,,,False
163,hou,NY,4,2008,775,False,,,,,,,False
164,hou,NY,23,2008,794,False,,,,,,,False
165,hou,NY,6,2008,777,False,,,,,,,False
166,hou,NY,16,2008,787,False,,,,,,,False
167,hou,NY,12,2008,783,False,,,,,,,False
168,hou,PA,4,2008,845,False,,,,,,,False
169,hou,PA,19,2008,860,False,,,,,,,False
170,hou,PA,11,2008,852,False,,,,,,,False
171,hou,PA,9,2008,850,False,,,,,,,False
172,hou,PA,15,2008,856,False,,,,,,,False
173,hou,PA,1,2008,842,False,,,,,,,False
174,hou,PA,10,2008,851,False,,,,,,,False
175,hou,PA,3,2008,844,False,,,,,,,False
176,hou,PA,14,2008,855,False,,,,,,,False
177,hou,PA,2,2008,843,False,,,,,,,False
178,hou,PA,16,2008,857,False,,,,,,,False
179,hou,PA,5,2008,846,False,,,,,,,False
180,hou,PA,6,2008,847,False,,,,,,,False
181,hou,PA,17,2008,858,False,,,,,,,False
182,hou,PA,13,2008,854,False,,,,,,,False
183,hou,PA,8,2008,849,False,,,,,,,False
184,hou,PA,18,2008,859,False,,,,,,,False
185,hou,PA,12,2008,853,False,,,,,,,False
186,hou,PA,7,2008,848,False,,,,,,,False
187,hou,OH,7,2008,820,False,,,,,,,False
188,hou,OH,16,2008,829,False,,,,,,,False
189,hou,OH,8,2008,821,False,,,,,,,False
190,hou,OH,4,2008,817,False,,,,,,,False
191,hou,OH,1,2008,814,False,,,,,,,False
192,hou,OH,10,2008,823,False,,,,,,,False
193,hou,OH,18,2008,831,False,,,,,,,False
194,hou,OH,15,2008,828,False,,,,,,,False
195,hou,OH,11,2008,824,False,,,,,,,False
196,hou,OH,17,2008,830,False,,,,,,,False
197,hou,OH,9,2008,822,False,,,,,,,False
198,hou,OH,2,2008,815,False,,,,,,,False
199,hou,OH,14,2008,827,False,,,,,,,False
200,hou,OH,5,2008,818,False,,,,,,,False
201,hou,OH,12,2008,825,False,,,,,,,False
202,hou,OH,3,2008,816,False,,,,,,,False
203,hou,OH,13,2008,826,False,,,,,,,False
204,hou,OH,6,2008,819,False,,,,,,,False
205,hou,AK,0,2008,520,False,,,,,,,False
206,hou,AR,1,2008,529,False,,,,,,,False
207,hou,AR,3,2008,531,False,,,,,,,False
208,hou,AR,4,2008,532,False,,,,,,,False
209,hou,AR,2,2008,530,False,,,,,,,False
210,hou,CA,38,2008,570,False,,,,,,,False
211,hou,CA,11,2008,543,False,,,,,,,False
212,hou,CA,40,2008,572,False,,,,,,,False
213,hou,CA,47,2008,579,False,,,,,,,False
214,hou,CA,43,2008,575,False,,,,,,,False
215,hou,CA,34,2008,566,False,,,,,,,False
216,hou,CA,31,2008,563,False,,,,,,,False
217,hou,CA,52,2008,584,False,,,,,,,False
218,hou,CA,8,2008,540,False,,,,,,,False
219,hou,CA,28,2008,560,False,,,,,,,False
220,hou,CA,50,2008,582,False,,,,,,,False
221,hou,CA,45,2008,577,False,,,,,,,False
222,hou,CA,14,2008,546,False,,,,,,,False
223,hou,CA,4,2008,536,False,,,,,,,False
224,hou,CA,26,2008,558,False,,,,,,,False
225,hou,CA,7,2008,539,False,,,,,,,False
226,hou,CA,44,2008,576,False,,,,,,,False
227,hou,CA,48,2008,580,False,,,,,,,False
228,hou,CA,23,2008,555,False,,,,,,,False
229,hou,CA,18,2008,550,False,,,,,,,False
230,hou,CA,42,2008,574,False,,,,,,,False
231,hou,CA,13,2008,545,False,,,,,,,False
232,hou,CA,25,2008,557,False,,,,,,,False
233,hou,CA,12,2008,544,False,,,,,,,False
234,hou,CA,46,2008,578,False,,,,,,,False
235,hou,CA,15,2008,547,False,,,,,,,False
236,hou,CA,20,2008,552,False,,,,,,,False
237,hou,CA,53,2008,585,False,,,,,,,False
238,hou,CA,33,2008,565,False,,,,,,,False
239,hou,CA,27,2008,559,False,,,,,,,False
240,hou,CA,37,2008,569,False,,,,,,,False
241,hou,CA,3,2008,535,False,,,,,,,False
242,hou,CA,9,2008,541,False,,,,,,,False
243,hou,CA,17,2008,549,False,,,,,,,False
244,hou,CA,51,2008,583,False,,,,,,,False
245,hou,CA,24,2008,556,False,,,,,,,False
246,hou,CA,10,2008,542,False,,,,,,,False
247,hou,CA,36,2008,568,False,,,,,,,False
248,hou,CA,49,2008,581,False,,,,,,,False
249,hou,CA,29,2008,561,False,,,,,,,False
250,hou,CA,6,2008,538,False,,,,,,,False
251,hou,CA,35,2008,567,False,,,,,,,False
252,hou,CA,2,2008,534,False,,,,,,,False
253,hou,CA,21,2008,553,False,,,,,,,False
254,hou,CA,39,2008,571,False,,,,,,,False
255,hou,CA,41,2008,573,False,,,,,,,False
256,hou,CA,16,2008,548,False,,,,,,,False
257,hou,CA,5,2008,537,False,,,,,,,False
258,hou,CA,22,2008,554,False,,,,,,,False
259,hou,CA,19,2008,551,False,,,,,,,False
260,hou,CA,32,2008,564,False,,,,,,,False
261,hou,CA,1,2008,533,False,,,,,,,False
262,hou,CA,30,2008,562,False,,,,,,,False
263,hou,CO,5,2008,590,False,,,,,,,False
264,hou,CO,1,2008,586,False,,,,,,,False
265,hou,CO,2,2008,587,False,,,,,,,False
266,hou,CO,6,2008,591,False,,,,,,,False
267,hou,CO,7,2008,592,False,,,,,,,False
268,hou,CO,4,2008,589,False,,,,,,,False
269,hou,CO,3,2008,588,False,,,,,,,False
270,hou,KS,3,2008,676,False,,,,,,,False
271,hou,KS,4,2008,677,False,,,,,,,False
272,hou,KS,1,2008,674,False,,,,,,,False
273,hou,KS,2,2008,675,False,,,,,,,False
274,hou,AZ,8,2008,528,False,,,,,,,False
275,hou,AZ,6,2008,526,False,,,,,,,False
276,hou,AZ,4,2008,524,False,,,,,,,False
277,hou,AZ,2,2008,522,False,,,,,,,False
278,hou,AZ,1,2008,521,False,,,,,,,False
279,hou,AZ,7,2008,527,False,,,,,,,False
280,hou,AZ,3,2008,523,False,,,,,,,False
281,hou,AZ,5,2008,525,False,,,,,,,False
282,hou,OR,5,2008,841,False,,,,,,,False
283,hou,OR,4,2008,840,False,,,,,,,False
284,hou,OR,3,2008,839,False,,,,,,,False
285,hou,OR,2,2008,838,False,,,,,,,False
286,hou,OR,1,2008,837,False,,,,,,,False
287,hou,AL,4,2008,516,False,,,,,,,False
288,hou,AL,6,2008,518,False,,,,,,,False
289,hou,AL,1,2008,513,False,,,,,,,False
290,hou,AL,2,2008,514,False,,,,,,,False
291,hou,AL,7,2008,519,False,,,,,,,False
292,hou,AL,5,2008,517,False,,,,,,,False
293,hou,AL,3,2008,515,False,,,,,,,False
294,hou,ND,0,2008,0,False,,,,,,,False
295,hou,RI,1,2008,861,False,,,,,,,False
296,hou,RI,2,2008,862,False,,,,,,,False
297,hou,SC,3,2008,865,False,,,,,,,False
298,hou,SC,1,2008,863,False,,,,,,,False
299,hou,SC,6,2008,868,False,,,,,,,False
300,hou,SC,4,2008,866,False,,,,,,,False
301,hou,SC,2,2008,864,False,,,,,,,False
302,hou,SC,5,2008,867,False,,,,,,,False
303,hou,SD,0,2008,869,False,,,,,,,False
304,hou,TX,4,2008,882,False,,,,,,,False
305,hou,TX,5,2008,883,False,,,,,,,False
306,hou,TX,16,2008,894,False,,,,,,,False
307,hou,TX,6,2008,884,False,,,,,,,False
308,hou,TX,32,2008,910,False,,,,,,,False
309,hou,TX,8,2008,886,False,,,,,,,False
310,hou,TX,26,2008,904,False,,,,,,,False
311,hou,TX,31,2008,909,False,,,,,,,False
312,hou,TX,24,2008,902,False,,,,,,,False
313,hou,TX,3,2008,881,False,,,,,,,False
314,hou,TX,11,2008,889,False,,,,,,,False
315,hou,TX,23,2008,901,False,,,,,,,False
316,hou,TX,28,2008,906,False,,,,,,,False
317,hou,TX,7,2008,885,False,,,,,,,False
318,hou,TX,17,2008,895,False,,,,,,,False
319,hou,TX,25,2008,903,False,,,,,,,False
320,hou,TX,10,2008,888,False,,,,,,,False
321,hou,TX,18,2008,896,False,,,,,,,False
322,hou,TX,19,2008,897,False,,,,,,,False
323,hou,TX,1,2008,879,False,,,,,,,False
324,hou,TX,20,2008,898,False,,,,,,,False
325,hou,TX,29,2008,907,False,,,,,,,False
326,hou,TX,12,2008,890,False,,,,,,,False
327,hou,TX,9,2008,887,False,,,,,,,False
328,hou,TX,15,2008,893,False,,,,,,,False
329,hou,TX,30,2008,908,False,,,,,,,False
330,hou,TX,22,2008,900,False,,,,,,,False
331,hou,TX,27,2008,905,False,,,,,,,False
332,hou,TX,14,2008,892,False,,,,,,,False
333,hou,TX,2,2008,880,False,,,,,,,False
334,hou,TX,21,2008,899,False,,,,,,,False
335,hou,TX,13,2008,891,False,,,,,,,False
336,hou,TN,6,2008,875,False,,,,,,,False
337,hou,TN,7,2008,876,False,,,,,,,False
338,hou,TN,3,2008,872,False,,,,,,,False
339,hou,TN,9,2008,878,False,,,,,,,False
340,hou,TN,5,2008,874,False,,,,,,,False
341,hou,TN,4,2008,873,False,,,,,,,False
342,hou,TN,2,2008,871,False,,,,,,,False
343,hou,TN,1,2008,870,False,,,,,,,False
344,hou,TN,8,2008,877,False,,,,,,,False
345,hou,UT,2,2008,912,False,,,,,,,False
346,hou,UT,1,2008,911,False,,,,,,,False
347,hou,UT,3,2008,913,False,,,,,,,False
348,hou,WV,2,2008,936,False,,,,,,,False
349,hou,WV,3,2008,937,False,,,,,,,False
350,hou,WV,1,2008,935,False,,,,,,,False
351,hou,WY,0,2008,946,False,,,,,,,False
352,hou,WI,2,2008,939,False,,,,,,,False
353,hou,WI,3,2008,940,False,,,,,,,False
354,hou,WI,8,2008,945,False,,,,,,,False
355,hou,WI,1,2008,938,False,,,,,,,False
356,hou,WI,6,2008,943,False,,,,,,,False
357,hou,WI,4,2008,941,False,,,,,,,False
358,hou,WI,7,2008,944,False,,,,,,,False
359,hou,WI,5,2008,942,False,,,,,,,False
360,hou,OK,2,2008,833,False,,,,,,,False
361,hou,OK,4,2008,835,False,,,,,,,False
362,hou,OK,5,2008,836,False,,,,,,,False
363,hou,OK,3,2008,834,False,,,,,,,False
364,hou,OK,1,2008,832,False,,,,,,,False
365,hou,NE,2,2008,749,False,,,,,,,False
366,hou,NE,1,2008,748,False,,,,,,,False
367,hou,NE,3,2008,750,False,,,,,,,False
368,hou,WA,3,2008,928,False,,,,,,,False
369,hou,WA,2,2008,927,False,,,,,,,False
370,hou,WA,7,2008,932,False,,,,,,,False
371,hou,WA,8,2008,933,False,,,,,,,False
372,hou,WA,6,2008,931,False,,,,,,,False
373,hou,WA,4,2008,929,False,,,,,,,False
374,hou,WA,1,2008,926,False,,,,,,,False
375,hou,WA,5,2008,930,False,,,,,,,False
376,hou,WA,9,2008,934,False,,,,,,,False
377,hou,NH,1,2008,754,False,,,,,,,False
378,hou,NH,2,2008,755,False,,,,,,,False
379,hou,ME,2,2008,692,False,,,,,,,False
380,hou,ME,1,2008,691,False,,,,,,,False
381,hou,MD,5,2008,697,False,,,,,,,False
382,hou,MD,6,2008,698,False,,,,,,,False
383,hou,MD,8,2008,700,False,,,,,,,False
384,hou,MD,7,2008,699,False,,,,,,,False
385,hou,MD,1,2008,693,False,,,,,,,False
386,hou,MD,4,2008,696,False,,,,,,,False
387,hou,MD,2,2008,694,False,,,,,,,False
388,hou,MD,3,2008,695,False,,,,,,,False
389,hou,NM,3,2008,771,False,,,,,,,False
390,hou,NM,1,2008,769,False,,,,,,,False
391,hou,NM,2,2008,770,False,,,,,,,False
392,hou,NV,1,2008,751,False,,,,,,,False
393,hou,NV,2,2008,752,False,,,,,,,False
394,hou,NV,3,2008,753,False,,,,,,,False
395,hou,MA,4,2008,704,False,,,,,,,False
396,hou,MA,6,2008,706,False,,,,,,,False
397,hou,MA,1,2008,701,False,,,,,,,False
398,hou,MA,8,2008,708,False,,,,,,,False
399,hou,MA,7,2008,707,False,,,,,,,False
400,hou,MA,10,2008,710,False,,,,,,,False
401,hou,MA,9,2008,709,False,,,,,,,False
402,hou,MA,3,2008,703,False,,,,,,,False
403,hou,MA,2,2008,702,False,,,,,,,False
404,hou,MA,5,2008,705,False,,,,,,,False
405,hou,VT,0,2008,914,False,,,,,,,False
406,hou,KY,2,2008,679,False,,,,,,,False
407,hou,KY,6,2008,683,False,,,,,,,False
408,hou,KY,4,2008,681,False,,,,,,,False
409,hou,KY,5,2008,682,False,,,,,,,False
410,hou,KY,3,2008,680,False,,,,,,,False
411,hou,KY,1,2008,678,False,,,,,,,False
412,hou,VA,6,2008,920,False,,,,,,,False
413,hou,VA,9,2008,923,False,,,,,,,False
414,hou,VA,7,2008,921,False,,,,,,,False
415,hou,VA,11,2008,925,False,,,,,,,False
416,hou,VA,1,2008,915,False,,,,,,,False
417,hou,VA,2,2008,916,False,,,,,,,False
418,hou,VA,8,2008,922,False,,,,,,,False
419,hou,VA,10,2008,924,False,,,,,,,False
420,hou,VA,4,2008,918,False,,,,,,,False
421,hou,VA,5,2008,919,False,,,,,,,False
422,hou,VA,3,2008,917,False,,,,,,,False
423,hou,NJ,7,2008,762,False,,,,,,,False
424,hou,NJ,3,2008,758,False,,,,,,,False
425,hou,NJ,1,2008,756,False,,,,,,,False
426,hou,NJ,12,2008,767,False,,,,,,,False
427,hou,NJ,2,2008,757,False,,,,,,,False
428,hou,NJ,8,2008,763,False,,,,,,,False
429,hou,NJ,5,2008,760,False,,,,,,,False
430,hou,NJ,13,2008,768,False,,,,,,,False
431,hou,NJ,11,2008,766,False,,,,,,,False
432,hou,NJ,6,2008,761,False,,,,,,,False
433,hou,NJ,9,2008,764,False,,,,,,,False
434,hou,NJ,10,2008,765,False,,,,,,,False
435,hou,NJ,4,2008,759,False,,,,,,,False
436,hou,MS,1,2008,734,False,,,,,,,False
437,hou,MS,2,2008,735,False,,,,,,,False
438,hou,MS,3,2008,736,False,,,,,,,False
439,hou,MS,4,2008,737,False,,,,,,,False
440,hou,LA,5,2008,688,False,,,,,,,False
441,hou,LA,7,2008,690,False,,,,,,,False
442,hou,LA,6,2008,689,False,,,,,,,False
443,hou,LA,1,2008,684,False,,,,,,,False
444,hou,LA,3,2008,686,False,,,,,,,False
445,sen,MI,,2008,0,False,,,,,,,False
446,sen,MT,,2008,0,False,,,,,,,False
447,sen,ID,,2008,0,False,,,,,,,False
448,sen,GA,,2008,0,False,,,,,,,False
449,sen,MN,,2008,0,False,,,,,,,False
450,sen,DE,,2008,0,False,,,,,,,False
451,sen,IA,,2008,0,False,,,,,,,False
452,sen,IL,,2008,0,False,,,,,,,False
453,sen,NC,,2008,0,False,,,,,,,False
454,sen,AK,,2008,0,False,,,,,,,False
455,sen,AR,,2008,0,False,,,,,,,False
456,sen,CO,,2008,0,False,,,,,,,False
457,sen,KS,,2008,0,False,,,,,,,False
458,sen,OR,,2008,0,False,,,,,,,False
459,sen,AL,,2008,0,False,,,,,,,False
460,sen,RI,,2008,0,False,,,,,,,False
461,sen,SC,,2008,0,False,,,,,,,False
462,sen,SD,,2008,0,False,,,,,,,False
463,sen,TX,,2008,0,False,,,,,,,False
464,sen,TN,,2008,0,False,,,,,,,False
465,sen,WV,,2008,0,False,,,,,,,False
466,sen,WY,,2008,0,False,,,,,,,False
467,sen,WY,,2008,0,False,,,,,,,False
468,sen,OK,,2008,0,False,,,,,,,False
469,sen,NE,,2008,0,False,,,,,,,False
470,sen,NH,,2008,0,False,,,,,,,False
471,sen,ME,,2008,0,False,,,,,,,False
472,sen,NM,,2008,0,False,,,,,,,False
473,sen,MA,,2008,0,False,,,,,,,False
474,sen,KY,,2008,0,False,,,,,,,False
475,sen,VA,,2008,0,False,,,,,,,False
476,sen,NJ,,2008,0,False,,,,,,,False
477,sen,MS,,2008,0,False,,,,,,,False
478,sen,MS,,2008,0,False,,,,,,,False
479,sen,LA,,2008,0,False,,,,,,,False
480,sen,AL,,2002,0,False,,,,,,1593,False
481,sen,AK,,2002,0,False,,,,,,1594,False
482,sen,AR,,2002,0,False,,,,,,1595,False
483,sen,CO,,2002,0,False,,,,,,1596,False
484,sen,DE,,2002,0,False,,,,,,1597,False
